Region name
Sosnogorsk Municipal District
Nesterovsky District
Sovetsky District
Sovetsky District
Sovetsky District
Rakityansky District
Spassk-Dalny
Starodub
Starominsky District
Starorussky District
Kuytunsky District
Stepnovsky District
Suntarsky Ulus
Sunzhensky District
Suojärvi District
Surgut
Svetlinsky District
Svetly
Syamzhensky District
Syktyvdinsky District
Syktyvkar Urban Okrug
Sysertsky District
Sysolsky District
Syumsinsky District
Syzran
Tabasaransky District
Tabunsky District
Talitsky District
Talmensky District
Tambovsky District
Tarnogsky District
Taseyevsky Rayon
Tashlinsky District
Tashtypsky Rayon
Tattinsky Ulus
Tavrichesky District
Tbilissky District
Tersky District
Tihvinä District
Tikhoretsky District
Ленинск-Кузнецкий городско
Timashyovsky District
Tlyaratinsky District
Tokaryovsky District
Tolyatti
Tomarinsky District
Topchikhinsky District
Dubensky District
Totemsky District
Tretyakovsky District
Sokolsky District
Troitsky District
Tselinny District
Tsumadinsky District
Turinsky District
Turkmensky District
Tver
Miloslavsky District
Tymovsky District
Tyukalinsky District
Tyulgansky District
Tyumentsevsky District
Uchalinsky District
Uglegorsky District
Ukhta Urban Okrug
Uporovsky District
Upper Ket region
urban okrug of Derbent
Uritsky District
Urus-Martanovsky District
Usinsk Urban Okrug
Uspensky District
Ust-Aldansky Ulus
Ust-Bolsheretsky District
Ust-Dzhegutinsky District
Aromashevsky District
Ust-Kalmansky District
Ust-Kubinsky District
Ust-Pristansky District
Ustyansky District
Uvinsky District
Valdaysky District
Vargashinsky District
Mari-Tureksky District
Vashkinsky District
Vavozhsky District
Малоархангельский район
Vedensky District
Velikoustyugsky District
Veliky Novgorod
Verkhnedonskoy District
Verkhnekamsky District
Verkhnekhavsky District
Verkhnemamonsky District
Verkhnesaldinsky Urban Okrug
Verkhnetoyemsky District
Verkhovazhsky District
Verkhovsky District
Veydelevsky District
Vidyayevo
Мамоновский городской окру
Vinogradovsky District
Vladikavkaz City District
Volchikhinsky District
Levokumsky District
Volgodonsk
Volgorechensk
Vologda
Volokonovsky District
Volosovsky District
Volzhsk
Vorobyovsky District
Votkinsk
Vuktyl Municipal District
Vyselkovsky District
Vyshny Volochyok
Vytegorsky District
Yakshur-Bodyinsky District
Yakutsk Urban District
Yantarny
Yaransky District
Yashaltinsky District
Yasnensky District
Yegoryevsky District
Yekaterinovsky District
Yelabuzhsky District
Yeletsky District
Krasnovishersky District
Yelkhovsky District
Yeltsovsky District
Yemanzhelinsky District
Yukamensky District
Yurgamyshsky District
Tsimlyansky District
Yurginsky District
Yurlinsky District
Yustinsky District
Yusvinsky District
Zabaykalsky District
Zavyalovsky District
Zelenodolsky District
Zhigulyovsk
Zhiryatinsky District
Zhukovsky
Zilairsky District
Zlatoust
Zmeinogorsky District
Znamensk
Znamensky District
Zonalny District
Александровский район
Александровск-Сахалинский
Анжеро-Судженский городско
Арсеньевский городской окр
Асбестовский городской окр
Беловский городской округ
Берёзовский городской окру
Kaslinsky District
Брейтовский район
Guryevsky District
Гаринский городской округ
городской округ Агидель
городской округ Алапаевск
городской округ Алапаевско
городской округ Алейск
городской округ Апатиты
городской округ Аргун
городской округ Армавир
городской округ Ачинск
городской округ Барнаул
городской округ Бийск
городской округ Благовещен
городской округ Богданович
городской округ Бронницы
городской округ Бузулук
городской округ Буйнакск
городской округ Верхняя Пы
городской округ Верхняя Ту
городской округ Губаха
городской округ Гусь-Хруст
Пошехонский район
городской округ Енисейск
городской округ Ессентуки
городской округ Жатай
городской округ Железновод
городской округ Заречный
городской округ Заринск
городской округ Зверево
городской округ Избербаш
Kaytagsky District
городской округ Иркутск
городской округ Ишим
городской округ Каменск-Ур
городской округ Каменск-Ша
городской округ Каспийск
городской округ Кизляр
городской округ Кинель
городской округ Кирсанов
городской округ Клинцы
городской округ Котлас
городской округ Котовск
городской округ Краснотурь
городской округ Красноуфим
городской округ Кызыл
городской округ Лабытнанги
городской округ Лесной
городской округ Майкоп
городской округ Махнёвское
городской округ Медногорск
городской округ Мончегорск
Kokhma
городской округ Мценск
городской округ Невинномыс
городской округ Нефтеюганс
городской округ Новая Земл
городской округ Новотроицк
городской округ Октябрьски
городской округ Орехово-Зу
городской округ Отрадный
городской округ Палана
Korkinsky District
городской округ Переславль
городской округ Покачи
городской округ Прогресс
городской округ Ржев
городской округ Рубцовск
городской округ Салават
городской округ Саяногорск
городской округ Саянск
городской округ Северобайк
городской округ Северодвин
городской округ Серпухов
городской округ Сибай
городской округ Скопин
городской округ Слободской
городской округ Староуткин
городской округ Стерлитама
городской округ Стрежевой
городской округ Сунжа
городской округ Сухой Лог
Abinsky District
городской округ Тобольск
городской округ Торжок
городской округ Урай
Kumertau
городской округ Урюпинск
городской округ Усолье-Сиб
городской округ Усть-Илимс
городской округ Фокино
городской округ Черногорск
городской округ Элиста
городской округ Ялуторовск
Гремячинский район
Дальнереченский городской
Домбаровский район
Залегощенский район
ЗАТО Заозёрск
ЗАТО Звёздный
ЗАТО Межгорье
Новониколаевский район
Mineralovodsky District
Belgorodsky District
Livensky District
Apanasenkovsky District
Skopinsky District
Kovrovsky District
Korochansky District
Muysky Rayon
Кашарский район
Novotoryalsky District
Cheremshansky District
Vurnarsky District
Dmitriyevsky District
Chernushinsky District
Чернышковский район
Zhizdrinsky District
Kushchovsky District
Iki-Burulsky District
Ikryaninsky District
Dinskoy District
Putyatinsky District
Целинский район
Yershichsky District
Oktyabrsk
Nikolayevsky District
Olyokminsky Ulus
Pervomay region
Toguchinsky District
Protvino urban okrug
Rodinsky District
Solnechnogorsky District
Solnechny Rayon
Suleyman-Stalsky District
Suzunsky District
Timsky District
Troitsk
Ugransky District
Uralsky
Urvansky District
Ivanovsky District
городской округ Лесосибирс
Yamalsky Rayon
городской округ Баксан
городской округ Бородино
городской округ Димитровгр
Tungokochensky District
Kochkurovsky District
Molokovsky District
Gazimuro-Zavodsky District
Elektrostal
Мысковский городской округ
Нижнетуринский городской о
Новопокровский район
Озёрский городской округ
Akushinsky District
Переволоцкий район
Пионерский городской округ
Подгоренский район
Покровский район
Свирское городское муницип
Североуральский городской
Серовский городской округ
Armizonsky District
Сосковский район
Сосьвинский городской окру
Borzinsky District
Тавдинский городской округ
Тайгинский городской округ
городской округ Томск
Трёхгорный городской округ
Bystroistoksky District
Chernigovsky District
Sharlyksky District
Троснянский район
Шаблыкинский район
Krasnoznamensk
Gorny
городской округ Нововороне
городской округ Оренбург
Kalininsky District
Kamyzyaksky District
Kantalahti District
городской округ Хасавюрт
Качканарский городской окр
Khvastovichsky District
Khvorostyansky District
Kalachyovsky District
Zheleznogorsky District
Zhigansky Ulus
Шелеховский район
Kudymkar
Kupinsky District
Bolsheignatovsky District
Monastyrshchinsky District
Chulymsky District
Nizhnedevitsky District
Muromtsevsky District
Chernyansky District
Shuysky District
Trubchevsky District
Narovchatsky District
Neftegorsky District
Pervomaysky District
Kadoshkinsky District
Shakhunya Urban Okrug
Prokhladnensky District
Novoburassky District
Zavolzhsky District
Крапивинский район
Teykovsky District
городской округ Новороссий
Володарский район
Юргинский район
Seltso
Sharya
Vyatskiye Polyany
Trunovsky District
Vilyuchinsk
Артёмовский городской окру
Meshchovsky District
Yelansky District
городской округ Лермонтов
Лесозаводский городской ок
Sobinsky District
Pelym
Verkhneuslonsky District
городской округ Буй
Kolomensky District
Yarkovsky District
Temryuksky District
Калачеевский район
Shelkovskoy District
Sorokinsky District
Калтанский городской округ
Кизеловский район
Krasnogorodsky District
Кировградский городской ок
Корсаковский район
Краснобродский городской о
Matveyevo-Kurgansky District
Urupsky District
Groznensky District
городской округ Железногор
Ordzhonikidzevsky Rayon
Aurgazinsky District
Romanovsky District
Sivinsky District
Sosnovsky District
Sovetsko-Gavansky Rayon
Ленинск-Кузнецкий район
Dzerzhinsky District
городской округ Нальчик
Almetyevsky District
Alnashsky District
Udomelsky District
городской округ Норильск
Ulyanovsky District
Chereksky District
Новоуральский городской ок
Yutazinsky District
Yuzhsky District
Тяжинский район
Мартыновский район
городской округ Зея
Spassky District
Srednekansky Urban District
Solntsevsky District
Partizansky Rayon
Palekhsky District
городской округ Большой Ка
Mogochinsky District
Arsky District
Советский городской округ
городской округ Уфа
Beloyarsky District
Bolshemurtinsky Rayon
Nadymsky Rayon
Murmansk
Mytishchi Urban Okrug
Starokulatkinsky District
Poltavsky District
Prokopyevsk
Rebrikhinsky District
Reutov
Russko-Polyansky District
Sarpinsky District
Segezhsky District
Mikhaylovsky
Uvarovo
Slobodo-Turinsky District
Verkhotursky District
Sovetsky District
Togulsky District
городской округ Белокуриха
Verkhneye Dubrovo
Артёмовский городской окру
Tukayevsky District
городской округ Адыгейск
городской округ Белогорск
городской округ Боготол
Рыбинский район
городской округ Похвистнев
городской округ Верхний Та
Shatrovsky District
Vichuga
Vengerovsky District
Tarussky District
Yermakovsky Rayon
Surovikinsky District
Susaninsky District
Starodubsky District
Turukhansky District
Polyarnye Zori Urban Okrug
Slavny
Olkhovsky District
Shumerlya
Kulundinsky District
Krasnokutsky
Gunibsky District
Ardonsky District
городской округ Муром
Chastoozersky District
городской округ Среднеурал
городской округ Фрязино
городской округ Яровое
ЗАТО Мирный
ЗАТО Солнечный
Зиминское городское муници
Ostrovsky District
Terneysky District
Mansky Rayon
Yakovlevsky District
Kesovogorsky District
Pristensky District
Penzhinsky District
Ust-Maysky Ulus
Yemelyanovsky Rayon
Yeniseisk Rayon
Yantikovsky District
Krymsky District
Sarayevsky District
Bureysky District
Dzun-Khemchiksky Kozhuun
Evenkiysky Rayon
Atkarsky District
Magdagachinsky District
Pechorsky District
Yurga
Taymyrsky Dolgano-Nenetsky District
Novolyalinsky District
Choysky District
городской округ Дегтярск
Starooskolsky Urban Okrug
Krasnoarmeysky District
Krasnoarmeysky District
Krasnogorsky District
городской округ Свободный
Katangsky Rayon
Kanash
Amursky Rayon
Bogradsky Rayon
Krasnoarmeysky District
Krasnokamsk District
Krasnokholmsky District
Mikhaylovsky District
Alexandrovsky District
Alexeyevsky district
"Alexandrovsk, Murmansk Oblast"
Anninsky District
Belinsky District
Bokovsky District
Boksitogorsky District
Dobrovsky District
Kaltasinsky District
Medvensky District
Kalininsky District
Lotinapelto District
городской округ Братск
Lazovsky District
Lebedyansky District
Kostroma
Elektrogorsk
Pochinkovsky District
Sevsky District
Chuguyevsky District
Шолоховский район
Эхирит-Булагатский район
Yasnogorsky District
Furmanovsky District
German National District
городской округ Первоураль
Kstovsky District
городской округ Кировск
Zakamensky Rayon
Malmyzhsky District
Anivsky District
Aksaysky District
Aksubayevsky District
городской округ Гуково
Oktyabrsky District
Orichevsky District
Kursky District
Rezhevskoy District
городской округ Галич
Verkhnebureinsky District
Knyazhpogostsky District
Olginsky District
Resort Town of Sochi (municipal formation)
Idrinsky Rayon
Краснинский район
Даровской район
Knyagininsky District
Tigilsky District
Tambovsky District
Odoyevsky District
Novokuznetsky District
Ufimsky District
Sosnovoborsky District
Pitelinsky District
Penza
Partizansky District
Kirishsky District
Кинельский район
Киренский район
Sharangsky District
Leninsky District
городской округ Коряжма
Glazovsky District
Gaginsky District
Dzerzhinsky Rayon
Donskoy
городской округ Черноголов
Buguruslansky District
Bolotninsky District
Dubyonsky District
Усть-Удинский район
Balashikhinsky District
городской округ Рязань
городской округ Когалым
Zolotukhinsky District
Shumyachsky District
Shuryshkarsky Rayon
Shpakovsky District
Ust-Tsilemsky District
Ust-Koksinsky Rayon
Uyarsky Rayon
Uysky District
Tomponsky Ulus
Georgiyevsk
Slavyansky District
Romodanovsky District
Rostovsky District
Severo-Baykalsky Rayon
Saransk Urban District
Romanovsky District
Rovensky District
Primorsky District
Piy-Khemsky Kozhuun
Penzensky District
Kyshtym
Nyurbinsky Ulus
Shebekinsky District
Nanaysky Rayon
Narimanovsky District
Leninsky District
Duldurginsky District
Kovylkinsky District
Kalarsky District
Gaysky District
Gdovsky District
Kholmsky District
Bezhetsky District
Belovsky District
Bay-Tayginsky Kozhuun
Bazarnosyzgansky District
Askinsky District
Danilovsky District
Chunsky Rayon
Beysky Rayon
Baltaysky District
Arkharinsky District
Dalnekonstantinovsky District
Borovsky District
Cherkessk
Bolkhovsky District
Bolshesosnovsky District
Gergebilsky District
Izmalkovsky District
Iznoskovsky District
Obluchensky District
Pozharsky District
Sut-Kholsky Kozhuun
Volsky District
Братский район
Velsky District
Birobidzhan
Ust-Kamchatsky District
Yukhnovsky District
Volovsky District
Ust-Ilimsky
Suyetsky District
Yelets
Владивостокский городской
Koshkinsky District
Momsky Ulus
Kazan
Kushnarenkovsky District
Bologovsky District
Bogorodsky District
Kuznetsk
Leninsky District
Andreapolsky District
Luujärvi District
Orlovsky District
Serdobsky District
Bashmakovsky District
Shemysheysky District
Izhemsky District
Kagalnitsky District
Kirovo-Chepetsky District
Kirovsky District
Komsomolsk-on-Amur
Rameshkovsky District
Roslavlsky District
Shemurshinsky District
Yelovsky District
Shchyolkovsky District
Ust-Katav
Vikulovsky District
Volodarsky District
Zapolyarny District
Zavetinsky District
Берёзовский городской окру
городской округ Назрань
городской округ Тула
городской округ Тында
городской округ Южно-Сухок
Тарасовский район
Сальский район
Осинский район
городской округ Ульяновск
Zubovo-Polyansky District
Zuyevsky District
Zverinogolovsky District
Zavodoukovsky Urban Okrug
Yenotayevsky District
Yermishinsky District
Yelizovsky District
Tuapsinsky District
городской округ Калуга
Surazhsky District
Varnavinsky District
Romnensky District
Pronsky District
Poretsky District
Permsky District
Pervomaysky District
Mezhdurechensky District
Marksovsky District
Maloserdobinsky District
Luninsky District
Kumylzhensky District
Iskitimsky District
Okhinsky District
Nogaysky District
Grakhovsky District
Grayvoronsky District
Gavrilov-Yamsky District
Bulunsky Ulus
Khvalynsky District
Balakhninsky District
Ayano-Maysky Rayon
Arzamas
Altaysky Rayon
Chistopolsky District
Bolshebereznikovsky District
Ovyursky Kozhuun
Pavlovsky District
Maloyaroslavetsky District
Mamadyshsky District
Sarmanovsky District
Paranginsky District
Pestyakovsky District
Shadrinsky District
Shakhovskaya Urban Okrug
Shatursky District
Spas-Demensky District
Vadinsky District
Varnensky District
Verkhnekolymsky Ulus
Yashkulsky District
Alexandrovsky District
Baltiysky District
Bardymsky District
Волчанский городской округ
Gavrilovsky District
Glushkovsky District
Gorshechensky District
Zhukovsky District
Prokhorovsky District
Kanashsky District
Krasnobakovsky District
Korablinsky District
Korenevsky District
Kostromskoy District
Kotelnikovsky District
Olyutorsky District
Omsky District
Prokopyevsky District
Sapozhkovsky District
Saraktashsky District
Seryshevsky District
Starozhilovsky District
Tonkinsky District
Urmarsky District
Uryupinsky District
Khokholsky District
Atyuryevsky District
Miyakinsky District
Motyginsky Rayon
городской округ Серебряные
Karachayevsky District
Krasnoyaruzhsky District
Mazanovsky District
Нукутский район
Totsky District
Khomutovsky District
Nekhayevsky District
ЗАТО Фокино
Vorotynsky District
Tulunsky Rayon
Rodionovo-Nesvetaysky District
Novokubansky District
Mishkinsky District
Lukhovitsky District
Kameshkirsky District
Kugarchinsky District
Gorodishchensky District
Anadyrsky District
Chastinsky District
Chamzinsky District
Ileksky District
Khislavichsky District
Khasynsky Urban District
Khasavyurtovsky District
Jaama District
Liskinsky District
Kaa-Khemsky District
Charyshsky District
Ivolginsky District
Chebarkulsky District
Izhmorsky District
Chekhovsky District
Chebulinsky District
Ivnyansky District
Kharovsky District
